"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Yolk_to_Membrane_Ratio","Yolk_Ave","Yolk_SD","Yolk_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"original","EDD","DSM",2015,6,161,23.1,654,4.315217,4.05784675,0.113946625,0.028080564,0.413354878,1.67733075,0.261629104,0.155979436,"8","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2014,8,236,26.3,432,0,1.2056225,0.05287547,0.043857402,0.739956205,0.89210785,0.052812904,0.059200134,"4","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","KQA","DSM",2015,5,151,18.7,661,0,1.441563,0.029536588,0.02048928,1,1.441563,0.029536588,0.02048928,"D","D","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2015,5,151,18.7,661,0,1.482466,0.045902499,0.03096361,0.769298588,1.140459,0.038604094,0.033849611,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,5,148,22.8,487,0,2.58911675,0.112838903,0.043582006,0.456096852,1.180888,0.0558509,0.047295679,"4","C","N","N","N","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2015,6,181,23.8,470,5.06508,4.4412025,0.705656838,0.158888688,0.31586147,1.40280475,0.312015623,0.222422702,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2014,8,234,28.1,515,2.214637,1.3745845,0.020020513,0.014564774,0.748999825,1.02956355,0.0507861,0.049327796,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,8,236,26.3,432,0,1.28741,0.162703357,0.126380374,0.680310196,0.87583815,0.109430407,0.124943641,"6","C","N","Y","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","UPI","UMR",2014,8,236,26.3,432,0,1.18273525,0.057441963,0.048567051,0.915935794,1.08330955,0.104134126,0.096125919,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.43008375,0.022888314,0.016004877,0.816015128,1.166969975,0.078657028,0.067402787,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2015,6,181,23.8,470,4.443113,3.73728075,0.672376305,0.179910569,0.328864108,1.2290575,0.187983134,0.152949015,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DND","UMR",2015,6,175,24,425,0,3.79065025,0.342953268,0.090473466,0.382526125,1.45002275,0.087902884,0.060621727,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2014,8,226,26.5,421,0,1.025706425,0.179965732,0.175455401,1,1.025706425,0.179965732,0.175455401,"D","D","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","MTH","DSM",2015,7,191,23.9,412,0,2.76886225,0.328195123,0.118530679,0.454826346,1.2593515,0.14731487,0.11697677,"3","C","N","Y","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","MTH","IAR",2014,5,148,22.8,487,0,1.67493375,0.157070421,0.093777095,0.601878821,1.00810715,0.043574912,0.043224485,"4","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","IAR",2014,5,148,22.8,487,0,1.5321048,0.025525155,0.016660189,0.795609249,1.21895675,0.041008425,0.033642231,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,8,228,25,447,0,1.3660435,0.119926696,0.087791272,0.753458492,1.029257075,0.063256812,0.06145871,"6","C","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,8,228,25.1,459,0,1.3589185,0.0140967,0.01037347,1,1.3589185,0.0140967,0.01037347,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2015,5,122,17.8,548,0,1.9897235,0.120502769,0.06056257,1,1.9897235,0.120502769,0.06056257,"D","D","N","Y","N","Ictiobus","Bigmouth Buffalo","Catostomidae","Ictiobus","Bigmouth Buffalo"
"original","CON","CDR",2015,6,172,24.5,583,0,1.2727135,0.05171134,0.040630778,0.809502571,1.03026485,0.045823506,0.044477404,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,8,228,25.1,459,0,1.41050225,0.013439898,0.009528448,0.701429296,0.9893676,0.051026014,0.051574373,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2015,6,180,23.5,720,0,1.4089485,0.02627711,0.018650156,0.956913436,1.34824175,0.025819856,0.019150762,"4","C","N","Y","N","Cyprinella","Spotfin Shiner","Cyprinidae","Cyprinella","Spotfin Shiner"
"original","MTH","IAR",2015,6,180,23.5,720,0,1.372716,0.024133307,0.017580699,0.753047972,1.033721,0.022910548,0.022163183,"4","C","N","Y","N","Cyprinella","Spotfin Shiner","Cyprinidae","Cyprinella","Spotfin Shiner"
"original","MTH","IAR",2015,8,232,21.4,472,0,1.15727425,0.131535091,0.113659395,0.903356465,1.045431175,0.124508748,0.119097987,"4","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","MTH","IAR",2014,5,148,22.8,487,0,1.91418475,0.073773897,0.038540636,0.825733514,1.5806065,0.05835674,0.036920473,"4","C","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.446212225,0.007235036,0.005002749,1,1.446212225,0.007235036,0.005002749,"D","D","N","N","N","Morone","Striped Bass","Moronidae","Morone","Striped Bass"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.42403925,0.010182989,0.007150779,0.747437193,1.0643799,0.082651509,0.077652264,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","CON","CDR",2015,6,162,26.2,507,2.012081,1.360102,0.233010756,0.17131859,0.792205897,1.077480825,0.244661644,0.227068212,"8","C","N","Y","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.40071725,0.006171717,0.004406112,0.854936462,1.19752425,0.078358749,0.065433956,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,5,148,22.8,487,0,1.62688925,0.023019035,0.01414911,0.679884786,1.10609725,0.075514962,0.068271539,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","SKK",2015,6,173,24.9,500,0,1.82403275,0.01407417,0.007715963,1,1.82403275,0.01407417,0.007715963,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2014,8,228,25.1,459,0,1.310982,0.007469153,0.005697373,1,1.310982,0.007469153,0.005697373,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,5,148,22.8,487,0,1.67539725,0.01950047,0.011639311,0.691317089,1.15823075,0.035598349,0.030735109,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPE","IAR",2014,5,148,24.3,612,0,1.4170735,0.116030748,0.081880544,0.670850912,0.95064505,0.10185447,0.107142482,"5","C","N","N","Y","Notropis","Channel Shiner","Cyprinidae","Notropis","Channel Shiner"
"original","DNI","UMR",2015,6,152,21.3,457,0,1.14893125,0.03012915,0.026223632,0.693996421,0.797354175,0.093064499,0.116716638,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2015,6,172,23.8,443,3.662549,3.53070125,0.143210077,0.040561369,0.320119934,1.13024785,0.210691548,0.186411811,"8","C","N","N","Y","Macrhybopsis","Silver Chub","Cyprinidae","Macrhybopsis","Silver Chub"
"original","DNI","UMR",2015,7,201,26.7,505,0,1.935374,0.21590907,0.111559352,0.563168928,1.0899425,0.073048597,0.067020597,"4","C","N","Y","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"original","DND","UMR",2014,5,147,19.9,332,0,2.8469775,0.209366897,0.07354006,0.605413197,1.72359775,0.244593984,0.141908971,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","CON","CDR",2015,7,192,23.7,573,2.052022,2.3235995,0.123649953,0.05321483,0.47782858,1.11028225,0.258720619,0.233022386,"7","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.36762725,0.007923234,0.005793416,0.810883942,1.108986975,0.065483433,0.059047973,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2015,7,201,26.7,505,0,1.11645425,0.097363036,0.087207367,1,1.11645425,0.097363036,0.087207367,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPE","IAR",2014,5,148,24.3,612,0,1.41403475,0.184190232,0.130258632,0.816154447,1.15407075,0.086103991,0.074608936,"5","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.31485075,0.021263796,0.016172022,1,1.31485075,0.021263796,0.016172022,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,5,147,23.3,494,0,1.66264825,0.040122811,0.02413187,0.702149417,1.1674275,0.097456018,0.083479289,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNE","IAR",2014,5,127,16.3,557,0,1.73694825,0.0176476,0.010160118,1,1.73694825,0.0176476,0.010160118,"D","D","N","N","N","Ictiobus","Black Buffalo","Catostomidae","Ictiobus","Black Buffalo"
"original","MTH","IAR",2015,7,192,24.1,462,0,1.2392255,0.036091338,0.029124109,0.770107761,0.954337175,0.033914113,0.035536825,"4","C","N","N","N","Luxilus ","Common Shiner","Cyprinidae","Luxilus ","Common Shiner"
"original","KQA","DSM",2014,6,154,26.1,498,0,1.42781675,0.005234249,0.003665911,0.840065628,1.199459775,0.172719583,0.143997812,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.4802635,0.00657952,0.004444831,0.769642905,1.1392743,0.105956768,0.093003737,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","SKK",2014,5,147,24.1,438,0,1.5657695,0.003390736,0.00216554,0.791015855,1.2385485,0.14128756,0.114075113,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.42511125,0.034834811,0.024443573,0.866060264,1.234232225,0.056420477,0.045713016,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,5,147,19.9,332,0,1.97442475,0.40627113,0.205766834,0.809916661,1.5991195,0.111011163,0.06942018,"5","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2014,6,155,24.7,457,0,1.44329725,0.026066828,0.018060609,0.813810443,1.174570375,0.076845346,0.065424216,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,8,228,25,447,0,1.18244475,0.012107598,0.010239462,1,1.18244475,0.012107598,0.010239462,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPI","UMR",2014,7,201,24.6,468,2.426664,1.37070025,0.023324186,0.017016256,0.842266936,1.1544955,0.061382748,0.05316846,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","KQA","DSM",2014,5,146,23.4,484,0,1.75447425,0.026493643,0.015100616,0.731231308,1.2829265,0.04364416,0.034019221,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPS","UMR",2014,8,228,25,447,0,1.34899375,0.027106994,0.020094233,0.889242815,1.199583,0.045684163,0.038083369,"6","C","Y","Y","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,5,147,19.9,332,0,2.76880525,0.149746058,0.054083276,0.50830778,1.40740525,0.10827554,0.076932739,"5","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","SKK",2014,5,147,24.1,438,1.90218,1.5573385,0.018545394,0.01190839,0.763259882,1.188654,0.126106043,0.106091464,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNI","UMR",2015,8,232,24.9,418,0,1.2270355,0.195990252,0.159726635,0.749680144,0.91988415,0.188847496,0.205294869,"6","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","CON","CDR",2014,8,219,23.4,473,1.821029,1.360670575,0.486527793,0.35756472,0.653022132,0.888548,0.18581714,0.209124482,"7","C","N","Y","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","SKK",2014,5,147,24.1,438,1.454521,1.394152,0.047265333,0.033902568,0.786093087,1.09593325,0.098075391,0.089490296,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2015,7,201,26.5,496,0,1.9177405,0.384286876,0.200385233,0.564337041,1.082252,0.024598201,0.022728719,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2014,6,164,22.1,316,0,1.5260895,0.029523322,0.019345735,0.705947177,1.077338575,0.109233133,0.101391648,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","EDD","DSM",2015,6,161,23.1,654,3.578221,2.2006755,0.602640399,0.273843372,0.965744382,2.12529,0.754473624,0.354997965,"7","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2015,8,232,24.9,418,0,1.094771925,0.108828438,0.099407407,0.826582806,0.90491965,0.102067721,0.112792026,"6","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"original","MTH","IAR",2014,6,172,26.3,473,4.011692,4.06573775,0.057883744,0.014236959,0.381741727,1.55206175,0.265259614,0.1709079,"8","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","UPI","UMR",2014,6,164,22.1,316,3.359507,3.36114925,0.099263198,0.029532517,0.509024339,1.710906775,0.736448918,0.430443627,"7","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2015,5,133,18.1,460,0,1.477817,0.018021972,0.012194996,1,1.477817,0.018021972,0.012194996,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","SKK",2014,5,147,24.1,438,0,1.64471325,0.050975512,0.030993556,0.856180401,1.40817125,0.08889402,0.063127279,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,6,171,25.7,347,2.070869,1.45388525,0.014265614,0.009812063,0.797113974,1.15891225,0.030337958,0.02617796,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,172,26.3,473,4.128119,4.194493,0.379642752,0.090509807,0.316266471,1.3265775,0.231556821,0.174552049,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","MTH","IAR",2014,6,156,24.1,489,0,1.54094025,0.040828486,0.026495827,0.708257815,1.091382975,0.03111231,0.028507234,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,5,133,18.1,460,0,1.63725875,0.018680492,0.011409615,0.693866959,1.13603975,0.039556512,0.034819655,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","SKK",2014,5,147,24.1,438,2.074484,1.49561725,0.034065407,0.022776822,0.829028617,1.2399095,0.068914829,0.055580531,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,156,24.1,489,0,1.513527,0.028229626,0.018651551,0.734282887,1.111356975,0.070080367,0.063058377,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,156,24.1,489,2.158811,2.59503525,0.06267814,0.024153098,0.371187578,0.96324485,0.105170714,0.109183781,"8","C","N","N","Y","Morone","Striped Bass","Moronidae","Morone","Striped Bass"
"original","DND","UMR",2014,6,171,25.7,347,0,1.271491,0.054056971,0.042514631,0.954562203,1.21371725,0.072984159,0.060132753,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPD","UMR",2014,7,202,24.7,460,0,1.77500825,0.022583973,0.012723306,1,1.77500825,0.022583973,0.012723306,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","UPD","UMR",2014,5,147,19.9,328,0,1.525521,0.062594481,0.041031543,0.796223061,1.214655,0.07237104,0.05958156,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,6,155,24.5,310,0,1.54713575,0.036089245,0.023326489,0.758117541,1.17291075,0.078092766,0.066580314,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,6,171,25.7,347,1.64706,1.612972,0.005462365,0.003386522,0.832962072,1.3435445,0.080110919,0.059626547,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","MTH","IAR",2014,6,172,26.3,473,4.478951,3.802229,0.597556669,0.157159569,0.37960332,1.44333875,0.202692315,0.140432948,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNS","UMR",2015,6,161,24.9,363,0,0.72887135,0.010451122,0.014338775,1,0.72887135,0.010451122,0.014338775,"D","D","N","Y","N","Dorosoma","Gizzard Shad","Clupeidae","Dorosoma","Gizzard Shad"
"original","DND","UMR",2014,5,147,19.9,332,0,1.750893,0.071054419,0.040581817,0.892560967,1.56277875,0.105346987,0.067410046,"4","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2014,6,172,25.4,393,0,2.612192775,0.364490106,0.139534153,0.866253449,2.262821,0.300512555,0.132804387,"D","D","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"original","MTH","DSM",2014,6,163,22.3,500,0,1.3189905,0.131817285,0.09993801,0.827250083,1.091135,0.017860341,0.01636859,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,6,155,24.5,310,0,1.50002175,0.021301311,0.014200668,0.743776215,1.1156805,0.082876439,0.074283308,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DNS","UMR",2015,6,161,24.9,363,0,0.737956175,0.015987793,0.021664962,0.680150789,0.501921475,0.061306944,0.122144494,"D","D","N","Y","N","Dorosoma","Gizzard Shad","Clupeidae","Dorosoma","Gizzard Shad"
"original","DNI","UMR",2014,6,172,25.4,393,0,3.70150125,0.283659294,0.07663358,0.466652416,1.7273145,0.36739319,0.212696176,"5","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"original","DNI","UMR",2014,7,201,24.7,476,2.198944,1.68757525,0.022322814,0.013227744,0.646841437,1.0915936,0.091320626,0.083658081,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,6,155,24.5,310,0,1.274894,0.095395147,0.074825944,0.876883294,1.11793325,0.082865647,0.074123966,"6","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","DNS","UMR",2015,8,221,26.8,415,0,1.191726,0.012667576,0.010629604,0.968899311,1.1546625,0.059304589,0.051360973,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"original","DND","UMR",2014,6,163,22.7,357,0,1.2581915,0.068253538,0.054247336,0.778000388,0.978873475,0.100955427,0.103134296,"5","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"original","UPD","UMR",2014,6,171,26,349,0,1.509425,0.016619997,0.011010813,0.829079782,1.25143375,0.084710911,0.067691087,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
